word,doc01.txt,doc02.txt,doc03.txt,doc04.txt,doc05.txt,doc06.txt,doc07.txt,doc08.txt,doc09.txt,doc10.txt,doc11.txt,doc12.txt,doc13.txt,doc14.txt,doc15.txt,doc16.txt,doc17.txt,doc18.txt,doc19.txt,doc20.txt
privacy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cares,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
accepting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
often,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
revise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
settings,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
iphone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fact,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
dont,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
really,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
care,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
however,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
earn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
specifically,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
easily,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
format,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cannot,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
app,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
users,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
continue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
currently,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
models,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
machine,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
learning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
deep,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
without,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
leaving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
model,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
encrypted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
homomorphic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
encryption,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shared,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
practitioners,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
compensation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
determined,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contributes,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
accuracy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
automatically,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
python,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
easy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
powerful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
official,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tutorial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
practicing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
leverage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fraction,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
features,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
experienced,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
may,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
useful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hours,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
productive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
strong,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
accent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
carried,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
languages,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
learned,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
academia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
introductory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
books,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
carefully,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoiding,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
languagespecific,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ancient,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
times,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bored,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
clever,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
teenagers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
idle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
malicious,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
re,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
heck,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
trojan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
horses,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
viruses,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
worms,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
collectively,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
called,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
malware,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
quickly,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
spread,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
reports,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
published,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
millions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dollars,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
caused,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
valuable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
result,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
authors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
impressed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
skills,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
prank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
written,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
demand,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wellorganized,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
criminals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
prefer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
publicized,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
newspapers,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
entirely,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
designed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
infect,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
victim,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
machines,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
extremely,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stealthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
infected,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
installed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
captured,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
backdoor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
allows,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
command,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
instructed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taken,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
fashion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zombie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
collection,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
botnet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
contraction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
'robot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
network',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
criminal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
controls,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nefarious,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
al,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ways,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
purposes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
common,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sending,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
occurs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
police,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
track,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
thousands,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
proach,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
owners,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
discover,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
small,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
busi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
housewives,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
grandmothers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
whom,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vig,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
orously,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spammers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
people's,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dirty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
makes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
behind,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
operation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
minix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
free,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
studying,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
base,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
embedded,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
microkernel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
market,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
focus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
achieving,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
high,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
reliability,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
through,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
fault,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tolerance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
selfhealing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
based,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12k,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lines,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
runs,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
mode,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
server,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
processes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
each,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
protected,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
mmu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
file,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
actual,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
manager,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
reincarnation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drivers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
separate,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
usermode,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
consequence,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
failures,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
due,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
attacks,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
isolated,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
failure,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
takeover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
audio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
driver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
exploit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sounds,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
similarly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
crashes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
component,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cases,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
transparently,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
recovered,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
intervention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
raspberry,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
operates,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ecosystem,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
distributions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
main,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
supported,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
raspbian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
suite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
foundation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
well,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
releasing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
launched,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
several,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iterations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
variations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
original,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
singlecore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
700mhz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
256mb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
latest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
quadcore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14ghz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1gb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
price,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
point,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
including,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
zero,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
costs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
pis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
automation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
industrial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
applications,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
container,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
standard,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
packages,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dependencies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reliably,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
another,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
docker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lightweight,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
standalone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
executable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
package,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
includes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
needed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
runtime,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tools,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
libraries,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
containers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
case,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
engine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
windowsbased,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
containerized,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
regardless,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ensure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniformly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
differences,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
staging,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leveraged,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
existing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
primitives,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cgroups,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
namespaces,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
docker's,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unique,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
focuses,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
requirements,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
operators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
clive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
campbell,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kingston,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jamaica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
father,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hip,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
